value,time
-9.81,271
-9.9,272
-9.66,273
-10.15,274
-9.08,275
-9.14,276
-9.6,277
-11.6,278
-14.28,279
-13.94,280
-13.72,281
-14.04,282
-12.76,283
-13.04,284
-12.13,285
-12.25,286
-11.34,287
-11.54,288
-11.33,289
-13.41,290
-13.19,291
-11.42,292
-13.36,293
-13.27,294
-13.66,295
-13.26,296
-13.71,297
-13.86,298
-14.05,299
-11.75,300
-12.15,301
-12.09,302
-11.26,303
-10.97,304
-10.27,305
-9.63,306
-8.47,307
-8.18,308
-9.47,309
-8.88,310
-8.61,311
-7.62,312
-7.88,313
-9.43,314
-9.32,315
-9.47,316
-9.44,317
-9.2,318
-9.35,319
-10.74,320
-10.54,321
-12.06,322
-12.51,323
-12.01,324
-12.13,325
-10.39,326
-12.05,327
-14.13,328
-13.1,329
-12.67,330
-11.11,331
-11.26,332
-11.32,333
-10.67,334
-11.75,335
-12.14,336
-11.96,337
-12.22,338
-11.65,339
-10.56,340
-11.72,341
-10.29,342
-12.15,343
-12.05,344
-12.56,345
-12.24,346
-14.01,347
-12.95,348
-12.93,349
-13.76,350
-12.88,351
-11.29,352
-10.52,353
-10.97,354
-11.63,355
-10.66,356
-9.69,357
-10.91,358
-10.89,359
-11.23,360
-9.55,361
-10.39,362
-9.0,363
-8.77,364
-9.34,365
-8.37,366
-6.68,367
-6.85,368
-7.35,369
-6.63,370
-6.59,371
-5.89,372
-5.83,373
-5.29,374
-4.16,375
46.18,376
-5.23,377
-7.66,378
-6.65,379
-7.03,380
-7.11,381
-8.13,382
-6.86,383
-5.81,384
-5.53,385
-6.05,386
-7.88,387
-6.88,388
-5.17,389
-7.02,390
-6.99,391
-7.86,392
-9.25,393
-12.08,394
-12.96,395
-12.55,396
-11.31,397
-11.04,398
-9.94,399
-9.51,400
-10.24,401
-10.36,402
-9.73,403
-7.51,404
-6.92,405
-7.69,406
-8.2,407
-7.72,408
-9.07,409
-10.17,410
-10.72,411
-11.78,412
-12.16,413
-13.55,414
-13.65,415
-14.97,416
-15.65,417
-16.59,418
-17.51,419
-20.67,420
-20.27,421
-21.11,422
-21.37,423
-22.24,424
-23.83,425
-24.83,426
-26.99,427
-26.84,428
-26.36,429
-25.44,430
-23.36,431
-21.37,432
-21.87,433
-20.73,434
-18.76,435
-18.73,436
-18.86,437
-18.87,438
-19.42,439
-18.19,440
-17.61,441
-17.31,442
-15.94,443
-14.49,444
-15.8,445
-15.89,446
-15.08,447
-14.42,448
-14.19,449
-12.66,450
-12.15,451
-11.37,452
-10.67,453
-10.06,454
-8.48,455
-10.1,456
-12.73,457
-13.09,458
-14.91,459
-15.06,460
-16.31,461
-17.41,462
-18.71,463
-19.01,464
-18.77,465
-17.33,466
-17.92,467
-17.15,468
-16.66,469
-17.67,470
-17.29,471
-17.03,472
-17.54,473
-17.25,474
-16.87,475
-18.17,476
-16.9,477
-16.61,478
-16.29,479
-17.08,480
-17.85,481
-17.77,482
-17.18,483
-16.29,484
-17.51,485
-19.76,486
-21.29,487
-19.1,488
-20.22,489
-20.65,490
-21.94,491
-21.72,492
-22.63,493
-22.66,494
-23.15,495
-22.16,496
-20.34,497
-19.26,498
-17.82,499
-17.18,500
-15.65,501
-14.0,502
-15.5,503
-14.86,504
-14.91,505
-15.51,506
-15.74,507
-15.27,508
-15.36,509
-15.35,510
-15.88,511
-14.61,512
-13.92,513
-14.59,514
-13.55,515
-14.11,516
-14.39,517
-13.81,518
-14.75,519
-14.22,520
-14.54,521
-15.36,522
-17.0,523
-16.91,524
-17.19,525
-15.42,526
-17.59,527
-16.75,528
-18.15,529
-17.19,530
-16.57,531
-14.9,532
-14.7,533
-14.13,534
-13.88,535
-13.79,536
-14.95,537
-15.82,538
-15.4,539
-13.92,540
-13.82,541
-14.28,542
-14.47,543
-13.96,544
-13.4,545
-13.09,546
-11.92,547
-13.08,548
-14.04,549
-14.44,550
-16.02,551
-16.23,552
-15.06,553
-14.3,554
-15.73,555
-16.06,556
-16.4,557
-16.44,558
-15.0,559
-14.05,560
-14.36,561
-14.15,562
-13.75,563
-13.78,564
-11.14,565
-10.67,566
-9.81,567
-10.33,568
-10.68,569
-10.49,570
-11.16,571
-11.91,572
-11.18,573
-12.48,574
-11.59,575
-13.1,576
-13.84,577
-13.14,578
-14.28,579
-13.69,580
-15.31,581
-13.8,582
-13.77,583
-13.44,584
-13.62,585
-13.07,586
-12.19,587
-11.69,588
-12.24,589
-11.89,590
-13.07,591
-13.36,592
-13.79,593
-14.2,594
-16.13,595
-16.52,596
-15.74,597
-13.52,598
-12.79,599
-11.99,600
-13.32,601
-13.78,602
-13.37,603
-12.25,604
-11.03,605
-11.3,606
-9.94,607
-9.27,608
-8.61,609
-7.73,610
-6.99,611
-5.42,612
-5.3,613
-6.38,614
-6.64,615
-6.82,616
-5.87,617
-5.16,618
-6.83,619
-6.61,620
-6.36,621
-6.48,622
-4.53,623
-5.81,624
-6.06,625
-6.68,626
-5.51,627
-5.53,628
-3.71,629
-4.46,630
-4.72,631
-3.54,632
-4.18,633
-3.32,634
-2.86,635
-3.2,636
-2.41,637
-1.84,638
-2.92,639
-3.52,640
-3.38,641
-3.6,642
-5.09,643
-5.63,644
-4.78,645
-3.48,646
-1.92,647
-2.62,648
-1.68,649
-1.43,650
-3.38,651
-4.54,652
-3.53,653
-2.76,654
-3.57,655
-4.04,656
-2.85,657
-2.51,658
-3.01,659
-3.36,660
-3.21,661
-4.0,662
-5.83,663
-5.88,664
-5.93,665
-6.51,666
-6.27,667
-6.02,668
-5.09,669
-6.37,670
-7.17,671
-6.69,672
-6.46,673
-6.94,674
-8.18,675
-9.64,676
-8.78,677
-7.36,678
-6.66,679
-7.63,680
-7.73,681
-8.15,682
-7.72,683
-8.04,684
-7.86,685
-7.06,686
-7.0,687
-5.41,688
-4.09,689
-4.86,690
-5.54,691
-5.35,692
-4.04,693
-4.2,694
-3.65,695
-2.96,696
-3.24,697
-4.54,698
-4.09,699
-4.58,700
-4.94,701
-4.86,702
-6.43,703
-6.72,704
-5.73,705
-7.52,706
-8.66,707
-10.17,708
-9.92,709
-9.32,710
-8.61,711
-8.02,712
-8.18,713
-8.39,714
-8.06,715
-8.75,716
-8.73,717
-8.35,718
-6.78,719
-6.1,720
-3.82,721
-4.08,722
-6.09,723
-7.18,724
-7.08,725
-6.61,726
-8.35,727
-7.95,728
-6.6,729
-5.19,730
-5.3,731
-6.73,732
-7.95,733
-8.26,734
-8.92,735
-7.5,736
-8.15,737
-6.95,738
-5.84,739
-3.93,740
-6.06,741
-6.71,742
-6.63,743
-8.41,744
-9.69,745
-10.79,746
-11.98,747
-11.7,748
-11.4,749
-10.96,750
-12.21,751
-12.61,752
-12.53,753
-11.74,754
-11.67,755
-12.34,756
-12.25,757
-13.02,758
-13.65,759
-15.55,760
-16.59,761
-17.72,762
-18.04,763
-17.97,764
-15.81,765
-15.5,766
-16.71,767
-17.1,768
-17.4,769
-18.36,770
-20.43,771
-22.23,772
-21.52,773
-19.36,774
-19.2,775
-38.57,776
-17.58,777
-17.76,778
-19.24,779
-19.58,780
-19.56,781
-18.4,782
-20.02,783
-20.75,784
-21.24,785
-21.02,786
-19.42,787
-17.93,788
-18.1,789
-16.87,790
-15.62,791
-14.65,792
-13.96,793
-11.81,794
-12.41,795
-11.28,796
-10.0,797
-10.59,798
-10.19,799
-10.58,800
-10.79,801
-10.09,802
-10.43,803
-10.65,804
-10.65,805
-9.64,806
-8.85,807
-6.56,808
-6.24,809
-5.97,810
-6.88,811
-7.16,812
-6.53,813
-6.31,814
-6.24,815
-6.72,816
-8.29,817
-6.88,818
-6.6,819
-5.2,820
-4.95,821
-7.74,822
-8.96,823
-9.3,824
-9.59,825
-8.88,826
-9.13,827
-10.02,828
-10.44,829
-8.98,830
-9.51,831
-10.23,832
-10.41,833
-10.72,834
-10.31,835
-10.88,836
-10.58,837
-10.79,838
-11.32,839
-11.23,840
-11.65,841
-12.56,842
-11.74,843
-10.06,844
-10.83,845
-10.04,846
-10.11,847
-8.6,848
-9.34,849
-9.61,850
-8.82,851
-9.13,852
-8.92,853
-9.14,854
-10.72,855
-10.35,856
-10.85,857
-11.15,858
-11.2,859
-12.38,860
-13.18,861
-13.4,862
-14.04,863
-13.96,864
-14.79,865
-13.45,866
-15.22,867
-14.44,868
-15.05,869
-14.62,870
-14.05,871
-14.16,872
-14.69,873
-16.08,874
-16.92,875
-14.86,876
-14.99,877
-17.0,878
-17.07,879
-17.29,880
-19.0,881
-20.01,882
-20.3,883
-19.91,884
-21.27,885
-20.22,886
-22.18,887
-22.36,888
-21.12,889
-20.44,890
-20.18,891
-20.4,892
-20.52,893
-21.25,894
-20.14,895
-21.37,896
-20.74,897
-20.29,898
-21.46,899
-21.78,900
-21.3,901
-22.83,902
-23.12,903
-23.4,904
-22.89,905
-23.34,906
-23.48,907
-24.25,908
-24.03,909
-24.24,910
-21.74,911
-20.34,912
-21.75,913
-21.19,914
-21.44,915
-21.95,916
-21.11,917
-20.96,918
-19.45,919
-18.33,920
-19.87,921
-20.05,922
-20.64,923
-21.68,924
-22.34,925
-24.15,926
-22.49,927
-21.86,928
-21.05,929
-20.26,930
-20.66,931
-20.41,932
-22.21,933
-22.79,934
-22.03,935
-22.49,936
-23.86,937
-22.52,938
-23.04,939
-23.59,940
-23.74,941
-24.09,942
-24.51,943
-23.27,944
-22.54,945
-23.15,946
-23.18,947
-22.99,948
-23.07,949
-23.61,950
-23.46,951
-23.18,952
-22.22,953
-22.06,954
-21.66,955
-21.22,956
-21.42,957
-21.0,958
-19.19,959
-20.35,960
-20.15,961
-18.78,962
-18.34,963
-19.8,964
-20.79,965
-21.06,966
-20.4,967
-20.05,968
-20.06,969
-21.78,970
-23.05,971
-24.03,972
-24.58,973
-24.4,974
-24.14,975
-22.37,976
-21.33,977
-22.03,978
-22.32,979
-23.14,980
-23.31,981
-24.39,982
-23.98,983
-24.92,984
-24.96,985
-24.32,986
-24.6,987
-24.78,988
-25.83,989
-26.29,990
-25.72,991
-26.11,992
-26.15,993
-26.31,994
-26.6,995
-25.87,996
-26.14,997
-24.94,998
-24.97,999
-26.99,1000
-28.33,1001
-28.92,1002
-30.6,1003
-28.8,1004
-30.2,1005
-29.78,1006
-28.51,1007
-28.0,1008
-25.82,1009
-26.3,1010
-25.66,1011
-22.23,1012
-21.8,1013
-20.59,1014
-22.47,1015
-22.92,1016
-21.66,1017
-21.31,1018
-20.8,1019
-19.41,1020
-19.83,1021
-20.7,1022
-20.9,1023
-22.88,1024
-22.09,1025
-22.22,1026
-21.25,1027
-22.46,1028
-23.55,1029
-22.85,1030
-23.51,1031
-23.22,1032
-23.9,1033
-21.42,1034
-22.59,1035
-23.98,1036
-25.8,1037
-27.1,1038
-27.6,1039
-26.92,1040
-27.41,1041
-27.73,1042
-28.12,1043
-27.83,1044
-28.07,1045
-29.37,1046
-27.91,1047
-28.06,1048
-28.2,1049
-29.09,1050
-28.71,1051
-28.77,1052
-29.43,1053
-28.04,1054
-27.14,1055
-27.17,1056
-26.99,1057
-27.3,1058
-27.88,1059
-27.4,1060
-26.23,1061
-25.39,1062
-26.83,1063
-24.6,1064
-24.57,1065
-23.3,1066
-25.18,1067
-23.91,1068
-24.1,1069
-23.45,1070
-23.9,1071
-25.39,1072
-25.55,1073
-25.49,1074
-21.43,1075
-21.81,1076
-22.57,1077
-22.32,1078
-23.12,1079
-22.7,1080
-20.95,1081
-21.62,1082
-22.11,1083
-21.18,1084
-20.56,1085
-21.01,1086
-22.01,1087
-21.77,1088
-21.8,1089
-23.36,1090
-22.56,1091
-22.91,1092
-21.85,1093
-22.22,1094
-21.85,1095
-21.93,1096
-21.65,1097
-21.3,1098
-20.63,1099
-21.04,1100
-20.7,1101
-20.15,1102
-19.41,1103
-18.7,1104
-18.81,1105
-18.87,1106
-18.71,1107
-17.83,1108
-17.16,1109
-17.61,1110
-16.17,1111
-14.35,1112
-14.34,1113
-14.06,1114
-12.95,1115
-11.04,1116
-10.96,1117
-10.2,1118
-10.84,1119
-9.64,1120
-10.95,1121
-11.97,1122
-13.9,1123
-14.37,1124
-14.63,1125
-14.71,1126
-16.86,1127
-16.17,1128
-16.9,1129
-15.46,1130
-14.72,1131
-13.62,1132
-13.85,1133
-14.82,1134
-13.41,1135
-13.03,1136
-13.0,1137
-12.34,1138
-10.64,1139
-9.53,1140
-10.13,1141
-10.81,1142
-11.68,1143
-11.51,1144
-10.21,1145
-9.34,1146
-7.46,1147
-7.51,1148
-7.87,1149
-7.42,1150
-7.08,1151
-8.01,1152
-7.76,1153
-7.81,1154
-7.08,1155
-7.05,1156
-5.66,1157
-6.69,1158
-7.81,1159
-4.9,1160
-4.85,1161
-3.51,1162
-2.92,1163
-3.22,1164
-4.61,1165
-5.19,1166
-7.71,1167
-7.88,1168
-9.04,1169
-7.74,1170
-7.45,1171
-7.68,1172
-6.4,1173
-4.82,1174
-5.22,1175
-4.22,1176
-3.71,1177
-3.64,1178
-4.54,1179
-2.64,1180
-2.1,1181
-3.2,1182
-3.97,1183
-3.29,1184
-2.8,1185
-2.16,1186
-1.91,1187
-2.5,1188
-2.66,1189
-1.3,1190
-0.4,1191
0.55,1192
-0.18,1193
-0.82,1194
-1.27,1195
-0.19,1196
-0.91,1197
-0.11,1198
-0.49,1199
-0.62,1200
-2.47,1201
-1.76,1202
-2.39,1203
-4.18,1204
-4.06,1205
-5.89,1206
-6.2,1207
-7.83,1208
-7.66,1209
-7.2,1210
-6.99,1211
-7.86,1212
-6.75,1213
-6.39,1214
-5.85,1215
-4.21,1216
-3.59,1217
-3.35,1218
-2.7,1219
-3.16,1220
-3.61,1221
-2.7,1222
-3.47,1223
-3.37,1224
-1.8,1225
-3.27,1226
-2.77,1227
-1.72,1228
-2.34,1229
-1.69,1230
-2.25,1231
-2.47,1232
-2.13,1233
-0.51,1234
-1.05,1235
-0.2,1236
-1.14,1237
0.76,1238
-0.02,1239
3.08,1240
4.22,1241
3.62,1242
4.16,1243
4.5,1244
2.84,1245
1.29,1246
0.78,1247
1.18,1248
2.0,1249
2.57,1250
1.34,1251
-0.47,1252
0.37,1253
-0.92,1254
-0.26,1255
-0.98,1256
-1.6,1257
-0.52,1258
-1.34,1259
-1.44,1260
-1.39,1261
-1.42,1262
-0.01,1263
0.65,1264
0.14,1265
0.14,1266
0.48,1267
0.65,1268
-0.12,1269
-2.35,1270
-2.78,1271
-3.63,1272
-2.83,1273
-3.21,1274
-3.28,1275
-2.96,1276
-2.36,1277
-0.73,1278
-0.42,1279
-0.18,1280
-0.44,1281
-0.36,1282
0.31,1283
1.78,1284
1.3,1285
-0.71,1286
-1.26,1287
0.97,1288
0.47,1289
1.46,1290
1.8,1291
2.46,1292
1.86,1293
1.21,1294
1.59,1295
1.92,1296
0.86,1297
0.23,1298
0.8,1299
1.07,1300
0.82,1301
-0.16,1302
2.39,1303
1.75,1304
3.52,1305
3.23,1306
2.5,1307
2.63,1308
3.3,1309
4.03,1310
5.62,1311
4.74,1312
2.99,1313
3.36,1314
4.7,1315
4.89,1316
5.62,1317
6.78,1318
3.99,1319
3.93,1320
3.88,1321
4.59,1322
6.35,1323
6.28,1324
6.41,1325
7.44,1326
7.85,1327
7.58,1328
7.84,1329
7.82,1330
8.36,1331
9.46,1332
9.78,1333
8.28,1334
7.52,1335
6.37,1336
7.98,1337
6.67,1338
8.22,1339
8.08,1340
7.34,1341
7.22,1342
107.37,1343
8.2,1344
7.86,1345
6.77,1346
7.54,1347
7.21,1348
5.34,1349
5.12,1350
5.18,1351
4.15,1352
3.86,1353
4.19,1354
4.99,1355
5.25,1356
4.74,1357
7.45,1358
6.32,1359
4.48,1360
4.98,1361
4.88,1362
4.04,1363
4.46,1364
3.31,1365
1.53,1366
3.15,1367
1.39,1368
2.94,1369
3.22,1370
4.24,1371
2.42,1372
1.84,1373
3.11,1374
3.05,1375
2.34,1376
2.44,1377
2.67,1378
1.42,1379
1.42,1380
1.57,1381
0.44,1382
1.5,1383
2.04,1384
3.77,1385
2.86,1386
3.75,1387
3.95,1388
4.24,1389
4.55,1390
5.21,1391
4.22,1392
4.06,1393
3.87,1394
2.92,1395
2.68,1396
2.4,1397
2.9,1398
3.46,1399
2.05,1400
1.47,1401
3.2,1402
2.25,1403
2.57,1404
-0.25,1405
-0.11,1406
0.5,1407
0.72,1408
1.03,1409
2.11,1410
0.98,1411
1.42,1412
2.23,1413
0.51,1414
1.51,1415
2.36,1416
1.75,1417
0.56,1418
0.08,1419
-1.02,1420
0.6,1421
0.67,1422
2.27,1423
0.37,1424
1.21,1425
1.44,1426
2.1,1427
2.59,1428
3.14,1429
2.16,1430
2.0,1431
1.96,1432
3.03,1433
3.45,1434
3.86,1435
3.52,1436
4.76,1437
5.42,1438
3.51,1439
4.75,1440
4.39,1441
3.42,1442
3.0,1443
3.56,1444
4.29,1445
4.84,1446
6.32,1447
6.24,1448
5.84,1449
3.91,1450
3.94,1451
4.6,1452
3.22,1453
5.05,1454
3.38,1455
2.93,1456
4.84,1457
4.76,1458
5.42,1459
5.79,1460
4.87,1461
4.42,1462
2.61,1463
4.9,1464
3.99,1465
3.81,1466
3.41,1467
2.57,1468
2.38,1469
1.62,1470
1.79,1471
3.9,1472
4.51,1473
4.17,1474
5.34,1475
5.68,1476
5.61,1477
5.44,1478
5.65,1479
5.4,1480
5.68,1481
6.18,1482
5.87,1483
6.73,1484
5.33,1485
4.88,1486
3.4,1487
3.51,1488
2.37,1489
1.31,1490
0.18,1491
-0.09,1492
0.04,1493
-0.17,1494
-0.98,1495
-1.05,1496
-1.51,1497
-0.76,1498
-2.1,1499
-2.18,1500
-1.56,1501
-1.63,1502
-0.67,1503
-1.56,1504
-2.21,1505
-2.64,1506
-0.82,1507
-1.88,1508
-1.79,1509
-2.44,1510
-4.33,1511
-3.36,1512
-3.21,1513
-2.72,1514
-1.27,1515
-1.25,1516
-2.49,1517
-2.41,1518
-3.17,1519
-1.77,1520
-3.86,1521
-5.06,1522
-6.67,1523
-6.66,1524
-7.11,1525
-7.44,1526
-7.59,1527
-9.67,1528
-10.01,1529
-8.36,1530
-8.43,1531
-7.39,1532
-7.19,1533
-6.72,1534
-7.88,1535
-8.6,1536
-10.21,1537
-10.24,1538
-13.01,1539
-13.3,1540
-11.63,1541
-10.96,1542
-11.15,1543
-8.51,1544
-9.2,1545
-7.7,1546
-7.46,1547
-7.92,1548
-7.91,1549
-8.18,1550
-8.28,1551
-9.45,1552
-10.82,1553
-10.69,1554
-12.26,1555
-13.61,1556
-13.94,1557
-13.75,1558
-14.58,1559
-14.58,1560
-15.58,1561
-15.87,1562
-15.89,1563
-13.72,1564
-12.55,1565
-11.91,1566
-11.66,1567
-12.86,1568
-12.48,1569
-13.71,1570
-14.52,1571
-14.67,1572
-15.46,1573
-14.21,1574
-14.16,1575
-13.85,1576
-14.99,1577
-14.92,1578
-15.22,1579
-13.34,1580
-15.54,1581
-16.09,1582
-17.38,1583
-16.58,1584
-16.63,1585
-16.13,1586
-17.53,1587
-15.13,1588
-16.69,1589
-17.31,1590
-17.12,1591
-16.38,1592
-16.08,1593
-13.03,1594
-13.67,1595
-14.24,1596
-16.57,1597
-17.59,1598
-16.61,1599
-15.76,1600
-15.07,1601
-14.21,1602
-16.12,1603
-17.98,1604
-19.96,1605
-21.19,1606
-21.85,1607
-21.82,1608
-21.61,1609
-21.57,1610
-20.16,1611
-20.39,1612
-20.2,1613
-20.38,1614
-20.32,1615
-20.52,1616
-20.29,1617
-21.12,1618
-21.2,1619
-23.4,1620
-23.58,1621
-22.34,1622
-21.73,1623
-22.05,1624
-23.34,1625
-25.18,1626
-23.43,1627
-22.94,1628
-22.54,1629
-24.35,1630
-23.53,1631
-23.44,1632
-22.3,1633
-21.79,1634
-21.68,1635
-19.76,1636
-20.09,1637
-19.46,1638
-19.71,1639
-20.04,1640
-18.94,1641
-19.64,1642
-18.98,1643
-19.37,1644
-19.76,1645
-20.13,1646
-19.64,1647
-17.97,1648
-19.06,1649
-20.18,1650
-21.26,1651
-23.02,1652
-22.98,1653
-24.12,1654
-24.57,1655
-24.91,1656
-23.98,1657
-23.16,1658
-23.14,1659
-22.83,1660
-24.24,1661
-23.92,1662
-24.05,1663
-23.27,1664
-21.78,1665
-21.51,1666
-21.42,1667
-20.99,1668
-19.08,1669
-18.95,1670
-19.14,1671
-20.23,1672
-21.42,1673
-23.13,1674
-25.14,1675
-24.98,1676
-24.53,1677
-23.76,1678
-23.16,1679
-24.05,1680
-23.03,1681
-22.17,1682
-22.13,1683
-23.58,1684
-24.19,1685
-24.14,1686
-23.05,1687
-23.76,1688
-24.88,1689
-24.4,1690
-24.51,1691
-24.88,1692
-25.46,1693
-24.39,1694
-25.15,1695
-27.02,1696
-27.27,1697
-27.38,1698
-26.18,1699
-26.44,1700
-27.26,1701
-26.97,1702
-28.1,1703
-27.84,1704
-28.3,1705
-27.42,1706
-28.74,1707
-28.75,1708
-28.14,1709
-28.07,1710
-28.36,1711
-27.61,1712
-25.51,1713
-23.39,1714
-24.47,1715
-25.21,1716
-25.88,1717
-25.89,1718
-26.75,1719
-28.09,1720
-27.62,1721
-27.3,1722
-26.25,1723
-26.34,1724
-26.92,1725
-26.62,1726
-26.21,1727
-27.32,1728
-26.12,1729
-27.08,1730
-27.1,1731
-29.4,1732
-29.87,1733
-29.92,1734
-28.88,1735
-28.29,1736
-27.46,1737
-29.06,1738
-27.67,1739
-28.72,1740
-29.26,1741
-31.17,1742
-28.87,1743
-27.88,1744
-27.07,1745
-26.9,1746
-25.46,1747
-23.62,1748
-24.44,1749
-24.14,1750
-24.52,1751
-24.32,1752
-24.79,1753
-25.27,1754
-23.89,1755
-24.63,1756
-24.69,1757
-26.44,1758
-28.25,1759
-29.35,1760
-30.55,1761
-31.43,1762
-32.4,1763
-32.41,1764
-31.68,1765
-33.38,1766
-31.69,1767
-31.89,1768
-32.32,1769
-33.37,1770
-32.23,1771
-31.23,1772
-30.89,1773
-30.57,1774
-31.28,1775
-32.14,1776
-32.38,1777
-34.01,1778
-32.75,1779
-33.31,1780
-33.76,1781
-33.48,1782
-32.81,1783
-32.4,1784
-30.74,1785
-30.4,1786
-31.66,1787
-32.14,1788
-31.97,1789
-31.15,1790
-31.05,1791
-32.55,1792
-31.34,1793
-31.01,1794
-31.0,1795
-29.67,1796
-29.8,1797
-28.17,1798
-29.51,1799
-28.95,1800
-30.2,1801
-30.79,1802
-30.29,1803
-28.82,1804
-29.69,1805
-29.97,1806
-31.01,1807
-32.3,1808
-30.86,1809
-31.12,1810
-29.59,1811
-28.42,1812
-28.99,1813
-28.9,1814
-27.66,1815
-26.4,1816
-25.59,1817
-26.73,1818
-27.91,1819
-27.5,1820
-26.93,1821
-27.58,1822
-27.23,1823
-28.42,1824
-27.84,1825
-28.14,1826
-29.57,1827
-28.01,1828
-25.8,1829
-25.78,1830
-26.02,1831
-24.7,1832
-24.57,1833
-24.58,1834
-23.49,1835
-24.43,1836
-24.51,1837
-24.5,1838
-24.65,1839
-23.23,1840
-21.58,1841
-21.25,1842
-21.75,1843
-21.06,1844
-22.59,1845
-22.43,1846
-21.94,1847
-22.28,1848
-21.82,1849
-19.34,1850
-18.75,1851
-17.86,1852
-18.6,1853
-18.03,1854
-19.27,1855
-20.07,1856
-20.62,1857
-17.6,1858
-18.72,1859
-18.84,1860
-18.91,1861
-17.55,1862
-17.85,1863
-17.57,1864
-16.04,1865
-16.01,1866
-15.95,1867
-15.27,1868
-15.27,1869
-15.53,1870
-15.19,1871
-15.6,1872
-16.01,1873
-16.77,1874
-18.45,1875
-18.51,1876
-17.64,1877
-18.1,1878
-18.81,1879
-19.49,1880
-21.02,1881
-19.62,1882
-20.6,1883
-21.87,1884
-20.81,1885
-22.16,1886
-21.59,1887
-21.81,1888
-22.55,1889
-23.54,1890
-23.24,1891
-24.21,1892
-26.31,1893
-24.83,1894
-24.18,1895
-24.34,1896
-24.17,1897
-25.55,1898
-25.77,1899
-26.59,1900
-25.09,1901
-25.08,1902
-23.29,1903
-21.98,1904
-22.46,1905
-22.87,1906
-21.9,1907
-21.28,1908
-19.42,1909
-20.52,1910
